Genre,Title,Audience Score,Critics Score,Synopsis,Director
biography,Scoop,62,77,"Inspired by real events, SCOOP is the inside account of the tenacious journalism that landed an earthshattering interview -- Prince Andrew's infamous BBC Newsnight appearance. From the tension of producer Sam McAlister's high stakes negotiations with Buckingham Palace, all the way to Emily Maitlis' jaw-dropping, forensic showdown with the Prince, SCOOP takes us inside the story, with the women who would stop at nothing to get it. To get an interview this big, you have to be bold.",Philip Martin
biography,Catching Fire: The Story of Anita Pallenberg,,80,"Anita Pallenberg was at many points in her life a newspaper headline: a ""rock n' roll goddess,"" a ""voodoo priestess,"" and an ""evil seductress."" She was accused of trying to break up the Rolling Stones, among other things. But those who loved her considered her an exciting cultural force, and a loving mother -- and innocent of the accusations. Never-seen-before home movies and family photographs explore life with the Rolling Stones and tell a bittersweet tale of both triumph and heartbreak. From Barbarella to the Swiss Alps, and the Lower East Side to London, Anita Pallenberg was a creative force ahead of her time.","Alexis Bloom, Svetlana Zill"
biography,Priscilla,63,84,"When teenage Priscilla Beaulieu meets Elvis Presley at a party, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a vulnerable best friend. Through Priscilla’s eyes, Sofia Coppola tells the unseen side of a great American myth in Elvis and Priscilla's long courtship and turbulent marriage, from a German army base to his dream-world estate at Graceland, in this deeply felt and ravishingly detailed portrait of love, fantasy, and fame.",Sofia Coppola
biography,Ford v Ferrari,98,92,"American automotive designer Carroll Shelby and fearless British race car driver Ken Miles battle corporate interference, the laws of physics and their own personal demons to build a revolutionary vehicle for the Ford Motor Co. Together, they plan to compete against the race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",James Mangold
biography,King Richard,98,90,"Armed with a clear vision and a brazen 78-page plan, Richard Williams is determined to write his daughters, Venus and Serena, into history. Training on Compton, California's neglected tennis courts--rain or shine--the girls are shaped by their father's unyielding commitment and their mother's balanced perspective and keen intuition, defying the seemingly insurmountable odds and prevailing expectations laid before them. Based on the true story that will inspire the world, ""King Richard"" follows the uplifting journey of a family whose unwavering resolve and unconditional belief ultimately delivers two of the world's greatest sports legends.",Reinaldo Marcus Green
biography,Society of the Snow,88,90,"In 1972, Uruguayan Air Force Flight 571, which had been chartered to fly a rugby team to Chile, crashed in the heart of the Andes. Only 29 of its 45 passengers survived the accident. Trapped in one of the most hostile and inaccessible environments on the planet, they have to resort to extreme measures to stay alive.",J. A. Bayona
biography,Hacksaw Ridge,91,84,"The true story of Pfc. Desmond T. Doss (Andrew Garfield), who won the Congressional Medal of Honor despite refusing to bear arms during WWII on religious grounds. Doss was drafted and ostracized by fellow soldiers for his pacifist stance but went on to earn respect and adoration for his bravery, selflessness and compassion after he risked his life -- without firing a shot -- to save 75 men in the Battle of Okinawa.",Mel Gibson
biography,I Can Only Imagine,91,67,"Growing up in Greenville, Texas, Bart Millard suffers physical and emotional abuse at the hands of his father, Arthur. When Arthur becomes terminally ill, he finds redemption by embracing his faith and rediscovering his love for his son. Years later, Bart's troubled childhood and mended relationship with his dad inspires him to write the hit song ""I Can Only Imagine"" as singer of the Christian band MercyMe.","Andrew Erwin, Jon Erwin"
biography,Molly's Game,84,81,"The true story of Molly Bloom, a beautiful, young, Olympic-class skier who ran the world's most exclusive high-stakes poker game for a decade before being arrested in the middle of the night by 17 FBI agents wielding automatic weapons. Her players included Hollywood royalty, sports stars, business titans and finally, unbeknown to her, the Russian mob. Her only ally was her criminal defense lawyer Charlie Jaffey, who learned there was much more to Molly than the tabloids led people to believe.",Aaron Sorkin
biography,Beautiful Boy,78,68,"Teenager Nicolas Sheff seems to have it all -- good grades, editor of the school newspaper, actor, artist and athlete. When Nic's addiction to meth threatens to destroy him, his desperate father does whatever he can to save his son and his family.",Felix van Groeningen
biography,The King,83,71,"Young Henry V encounters deceit, war and treachery after becoming king of England in the 15th century.",David Michôd
biography,Elvis,94,77,"The film explores the life and music of Elvis Presley (Austin Butler), seen through the prism of his complicated relationship with his enigmatic manager, Colonel Tom Parker (Tom Hanks). The story delves into the complex dynamic between Presley and Parker spanning over 20 years, from Presley's rise to fame to his unprecedented stardom, against the backdrop of the evolving cultural landscape and loss of innocence in America. Central to that journey is one of the most significant and influential people in Elvis's life, Priscilla Presley (Olivia DeJonge).",Baz Luhrmann
biography,The Imitation Game,91,90,"In 1939, newly created British intelligence agency MI6 recruits Cambridge mathematics alumnus Alan Turing (Benedict Cumberbatch) to crack Nazi codes, including Enigma -- which cryptanalysts had thought unbreakable. Turing's team, including Joan Clarke (Keira Knightley), analyze Enigma messages while he builds a machine to decipher them. Turing and team finally succeed and become heroes, but in 1952, the quiet genius encounters disgrace when authorities reveal he is gay and send him to prison.",Morten Tyldum
biography,Maestro,57,79,"Maestro is a towering and fearless love story chronicling the lifelong relationship between Leonard Bernstein and Felicia Montealegre Cohn Bernstein. A love letter to life and art, Maestro at its core is an emotionally epic portrayal of family and love.",Bradley Cooper
biography,The Greatest Showman,86,57,"Growing up in the early 1800s, P.T. Barnum displays a natural talent for publicity and promotion, selling lottery tickets by age 12. After trying his hands at various jobs, P.T. turns to show business to indulge his limitless imagination, rising from nothing to create the Barnum & Bailey circus. Featuring catchy musical numbers, exotic performers and daring acrobatic feats, Barnum's mesmerizing spectacle soon takes the world by storm to become the greatest show on Earth.",Michael Gracey
biography,Remembering Gene Wilder,100,88,"This loving tribute to Gene Wilder celebrates his life and legacy as the comic genius behind an extraordinary string of film roles, from his first collaboration with Mel Brooks in The Producers, to the enigmatic title role in the original Willy Wonka and the Chocolate Factory, to his inspired on-screen partnership with Richard Pryor in movies like Silver Streak. It is illustrated by a bevy of touching and hilarious clips and outtakes, never-before-seen home movies, narration from Wilder's audiobook memoir, and interviews with a roster of brilliant friends and collaborators like Mel Brooks, Alan Alda, and Carol Kane. Remembering Gene Wilder shines a light on an essential performer, writer, director, and all-around mensch.",Ron Frank
biography,Argo,90,96,"On Nov. 4, 1979, militants storm the U.S. embassy in Tehran, Iran, taking 66 American hostages. Amid the chaos, six Americans manage to slip away and find refuge with the Canadian ambassador. Knowing that it's just a matter of time before the refugees are found and likely executed, the U.S. government calls on extractor Tony Mendez (Ben Affleck) to rescue them. Mendez's plan is to pose as a Hollywood producer scouting locations in Iran and train the refugees to act as his ""film"" crew.",Ben Affleck
biography,Megan Leavey,82,86,"The true life story of Megan Leavey, a young Marine corporal whose unique discipline and bond with a military combat dog saved many lives during her deployment in Iraq. Assigned to clean up the K-9 unit after a disciplinary hearing, Leavey starts to identify with Rex, a particularly aggressive dog that she trains. Over the course of their service, Megan and Rex complete more than 100 missions until an improvised explosive device injures both, putting their fates in jeopardy.",Gabriela Cowperthwaite
comedy,Ghostbusters: Frozen Empire,83,43,"In Ghostbusters: Frozen Empire, the Spengler family returns to where it all started -- the iconic New York City firehouse -- to team up with the original Ghostbusters, who've developed a top-secret research lab to take busting ghosts to the next level. But when the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second Ice Age.",Gil Kenan
comedy,Wicked Little Letters,91,79,"A 1920s English seaside town bears witness to a farcical and occasionally sinister scandal in this riotous mystery comedy. Based on a stranger than fiction true story, WICKED LITTLE LETTERS follows two neighbors: deeply conservative local Edith Swan (Olivia Colman) and rowdy Irish migrant Rose Gooding (Jessie Buckley). When Edith and fellow residents begin to receive wicked letters full of unintentionally hilarious profanities, foul-mouthed Rose is charged with the crime. The anonymous letters prompt a national uproar, and a trial ensues. However, as the town's women -- led by Police Officer Gladys Moss (Anjana Vasan) -- begin to investigate the crime themselves, they suspect that something is amiss, and Rose may not be the culprit after all.",Thea Sharrock
comedy,Founders Day,12,46,"In this satirical political slasher from the Bloomquist Brothers, a small town is shaken by a series of ominous killings in the days leading up to a heated mayoral election. As accusations fly and the threat of a masked killer darkens every street corner, the residents must race to uncover the truth before fear consumes the town.",Erik Bloomquist
comedy,Mother of the Bride,23,19,Lana's daughter Emma returns from abroad and drops a bombshell: she's getting married. In Thailand. In a month! Things only get worse when Lana learns that the man who captured Emma's heart is the son of the man who broke hers years ago.,Mark Waters
comedy,The Ministry of Ungentlemanly Warfare,93,71,"Based upon recently declassified files of the British War Department and inspired by true events, THE MINISTRY OF UNGENTLEMANLY WARFARE is an action-comedy that tells the story of the first-ever special forces organization formed during WWII by UK Prime Minister Winston Churchill and a small group of military officials including author Ian Fleming. The top-secret combat unit, composed of a motley crew of rogues and mavericks, goes on a daring mission against the Nazis using entirely unconventional and utterly ""ungentlemanly"" fighting techniques. Ultimately their audacious approach changed the course of the war and laid the foundation for the British SAS and modern Black Ops warfare.",Guy Ritchie
comedy,Foil,,,"After opting out of their high school reunion to reconnect on a desert camping trip, Rex and Dexter realize their intentions for the weekend are at odds. Dexter, a failed filmmaker, hopes to harness a fabled vortex in the area to inspire a movie idea. Rex, a rebellious conspiracy theorist, plans to investigate a rumored UFO crash believed to explain the anomaly. Tensions boil over when they meet an unusually friendly camper who claims to have found some wreckage from the crash: a mysterious piece of shiny foil.",Zach Green
comedy,Unfrosted,55,39,"Michigan, 1963. Kellogg's and Post, sworn cereal rivals, race to create a pastry that will change the face of breakfast forever. A tale of ambition, betrayal, sugar, and menacing milkmen, Unfrosted stars writer/director Jerry Seinfeld.",Jerry Seinfeld
comedy,The Idea of You,69,83,"Based on the acclaimed, contemporary love story of the same name, The Idea of You centers on Solène (Anne Hathaway), a 40-year-old single mom who begins an unexpected romance with 24-year-old Hayes Campbell (Nicholas Galitzine), the lead singer of August Moon, the hottest boy band on the planet. When Solène must step in to chaperone her teenage daughter's trip to the Coachella Music Festival after her ex bails at the last minute, she has a chance encounter with Hayes and there is an instant, undeniable spark. As they begin a whirlwind romance, it isn't long before Hayes' superstar status poses unavoidable challenges to their relationship, and Solène soon discovers that life in the glare of his spotlight might be more than she bargained for.",Michael Showalter
comedy,"LaRoy, Texas",62,100,"Broke and depressed, Ray (John Magaro) is mistaken for a dangerous hitman and given an envelope of cash. Along with his P.I. friend Skip (Steve Zahn), he must escape the actual hitman to make it out of LaRoy alive.",Shane Atkinson
comedy,Anyone But You,87,54,"In the edgy comedy Anyone But You, Bea (Sydney Sweeney) and Ben (Glen Powell) look like the perfect couple, but after an amazing first date something happens that turns their fiery hot attraction ice cold -- until they find themselves unexpectedly thrust together at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",Will Gluck
comedy,Miller's Girl,42,29,"A talented young writer (Jenna Ortega) embarks on a creative odyssey when her teacher (Martin Freeman) assigns a project that entangles them both in an increasingly complex web. As lines blur and their lives intertwine, professor and protégé must confront their darkest selves while straining to preserve their individual sense of purpose and the things they hold most dear.",Jade Halley Bartlett
comedy,Katt Williams: Woke Foke,28,,Comedian Katt Williams lets loose in real time as he hits the stage on May 4 for Netflix’s second livestreamed stand-up event.,N/A
comedy,Argylle,72,33,"Bryce Dallas Howard (Jurassic World franchise) is Elly Conway, the reclusive author of a series of best-selling espionage novels, whose idea of bliss is a night at home with her computer and her cat, Alfie. But when the plots of Elly's fictional books--which center on secret agent Argylle and his mission to unravel a global spy syndicate--begin to mirror the covert actions of a real-life spy organization, quiet evenings at home become a thing of the past. Accompanied by Aidan (Oscar® winner Sam Rockwell), a cat-allergic spy, Elly (carrying Alfie in her backpack) races across the world to stay one step ahead of the killers as the line between Elly's fictional world and her real one begins to blur.",Matthew Vaughn
comedy,The Holdovers,92,97,"From acclaimed director Alexander Payne, THE HOLDOVERS follows a curmudgeonly instructor (Paul Giamatti) at a New England prep school who is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually he forms an unlikely bond with one of them -- a damaged, brainy troublemaker (newcomer Dominic Sessa) -- and with the school's head cook, who has just lost a son in Vietnam (Da'Vine Joy Randolph).",Alexander Payne
comedy,Kung Fu Panda 4,87,72,"After three death-defying adventures defeating world-class villains with his unmatched courage and mad martial arts skills, Po, the Dragon Warrior (Golden Globe nominee Jack Black), is called upon by destiny to... give it a rest already. More specifically, he's tapped to become the Spiritual Leader of the Valley of Peace. That poses a couple of obvious problems. First, Po knows as much about spiritual leadership as he does about the paleo diet, and second, he needs to quickly find and train a new Dragon Warrior before he can assume his new lofty position. Even worse, there's been a recent sighting of a wicked, powerful sorceress, Chameleon (Oscar® winner Viola Davis), a tiny lizard who can shapeshift into any creature, large or small. And Chameleon has her greedy, beady little eyes on Po's Staff of Wisdom, which would give her the power to re-summon all the master villains whom Po has vanquished to the spirit realm. So, Po’s going to need some help. He finds it (kinda?) in the form of crafty, quick-witted thief Zhen (Golden Globe winner Awkwafina), a corsac fox who really gets under Po’s fur but whose skills will prove invaluable. In their quest to protect the Valley of Peace from Chameleon’s reptilian claws, this comedic odd-couple duo will have to work together. In the process, Po will discover that heroes can be found in the most unexpected places.",Mike Mitchell
comedy,Poor Things,79,92,"From filmmaker Yorgos Lanthimos and producer Emma Stone comes the incredible tale and fantastical evolution of Bella Baxter (Stone), a young woman brought back to life by the brilliant and unorthodox scientist Dr. Godwin Baxter (Willem Dafoe). Under Baxter's protection, Bella is eager to learn. Hungry for the worldliness she is lacking, Bella runs off with Duncan Wedderburn (Mark Ruffalo), a slick and debauched lawyer, on a whirlwind adventure across the continents. Free from the prejudices of her times, Bella grows steadfast in her purpose to stand for equality and liberation.",Yorgos Lanthimos
comedy,Bullet Train,76,54,"In Bullet Train, Brad Pitt stars as Ladybug, an unlucky assassin determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe -- all with connected, yet conflicting, objectives -- on the world's fastest train. From the director of Deadpool 2, David Leitch, the end of the line is only the beginning in a wild, non-stop thrill ride through modern-day Japan.",David Leitch
comedy,The Peanut Butter Falcon,96,95,"After running away from a residential nursing home to pursue his dream of becoming a pro wrestler, a man who has Down syndrome befriends an outlaw who becomes his coach and ally.","Tyler Nilson, Michael Schwartz"
comedy,The Gentlemen,84,75,"Mickey Pearson is an American expatriate who became rich by building a highly profitable marijuana empire in London. When word gets out that he's looking to cash out of the business, it soon triggers an array of plots and schemes -- including bribery and blackmail -- from shady characters who want to steal his domain.",Guy Ritchie
comedy,Dream Scenario,68,91,"Hapless family man Paul Matthews (Nicolas Cage) finds his life turned upside down when millions of strangers suddenly start seeing him in their dreams. But when his nighttime appearances take a nightmarish turn, Paul is forced to navigate his newfound stardom, in this wickedly entertaining comedy from writer-director Kristoffer Borgli (Sick of Myself) and producer Ari Aster.",Kristoffer Borgli
comedy,Wish,81,48,"Walt Disney Animation Studios' ""Wish"" is an all-new musical-comedy welcoming audiences to the magical kingdom of Rosas, where Asha, a sharp-witted idealist, makes a wish so powerful that it is answered by a cosmic force--a little ball of boundless energy called Star. Together, Asha and Star confront a most formidable foe--the ruler of Rosas, King Magnifico--to save her community and prove that when the will of one courageous human connects with the magic of the stars, wondrous things can happen.","Chris Buck, Fawn Veerasunthorn"
comedy,The American Society of Magical Negroes,63,26,"THE AMERICAN SOCIETY OF MAGICAL NEGROES is a fresh, satirical comedy inspired by the ""magical negro"" cinematic trope popularized in American cinema and television throughout the 20th Century and first named and criticized by filmmaker Spike Lee. Flipping the trope on its head, THE AMERICAN SOCIETY OF MAGICAL NEGROES follows a young man, Aren, who is recruited into a secret society of magical Black people who dedicate their lives to a cause of utmost importance: making white people more comfortable. Although initially enamored with his new powers, Aren begins to question the value of using supernatural means to do the very thing he's felt obligated to do his whole life.",Kobi Libii
crime,The Last Stop in Yuma County,,98,"While awaiting the next fuel truck at a middle-of-nowhere Arizona rest stop, a traveling young knife salesman is thrust into a high-stakes hostage situation by the arrival of two similarly stranded bank robbers with no qualms about using cruelty--or cold, hard steel--to protect their bloodstained, ill-begotten fortune.",Francis Galluppi
crime,"LaRoy, Texas",62,100,"Broke and depressed, Ray (John Magaro) is mistaken for a dangerous hitman and given an envelope of cash. Along with his P.I. friend Skip (Steve Zahn), he must escape the actual hitman to make it out of LaRoy alive.",Shane Atkinson
crime,Love Lies Bleeding,82,94,"From Director Rose Glass comes an electric new love story; reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the web of Lou's criminal family.",Rose Glass
crime,The Gentlemen,84,75,"Mickey Pearson is an American expatriate who became rich by building a highly profitable marijuana empire in London. When word gets out that he's looking to cash out of the business, it soon triggers an array of plots and schemes -- including bribery and blackmail -- from shady characters who want to steal his domain.",Guy Ritchie
crime,Anatomy of a Fall,90,96,"For the past year, Sandra, her husband Samuel, and their eleven-year-old son Daniel have lived a secluded life in a remote town in the French Alps. When Samuel is found dead in the snow below their chalet, the police question whether he was murdered or committed suicide. Samuel's suspicious death is presumed murder, and Sandra becomes the main suspect. What follows is not just an investigation into the circumstances of Samuel's death but an unsettling psychological journey into the depths of Sandra and Samuel's conflicted relationship.",Justine Triet
crime,Sleeping Dogs,87,38,"In this gripping crime thriller, Russell Crowe stars as Roy Freeman, an ex-homicide detective with a fractured memory, forced to revisit a case he can't remember. As a man's life hangs in the balance on death row, Freeman must piece together the brutal evidence from a decade-old murder investigation, uncovering a sinister web of buried secrets and betrayals linking to his past. With only instincts to trust, he faces a chilling truth -- sometimes, it's best to let sleeping dogs lie.",Adam Cooper
crime,Killers of the Flower Moon,84,93,"Based on David Grann's broadly lauded best-selling book, ""Killers of the Flower Moon"" is set in 1920s Oklahoma and depicts the serial murder of members of the oil-wealthy Osage Nation, a string of brutal crimes that came to be known as the Reign of Terror.",Martin Scorsese
crime,The Little Things,67,45,"Deputy Sheriff Joe ""Deke"" Deacon joins forces with Sgt. Jim Baxter to search for a serial killer who's terrorizing Los Angeles. As they track the culprit, Baxter is unaware that the investigation is dredging up echoes of Deke's past, uncovering disturbing secrets that could threaten more than his case.",John Lee Hancock
crime,Reptile,71,45,"Following the brutal murder of a young real estate agent, a hardened detective attempts to uncover the truth in a case where nothing is as it seems, and by doing so dismantles the illusions in his own life.",Grant Singer
crime,Guy Ritchie's The Covenant,98,83,"Guy Ritchie's The Covenant follows US Army Sergeant John Kinley (Jake Gyllenhaal) and Afghan interpreter Ahmed (Dar Salim). After an ambush, Ahmed goes to Herculean lengths to save Kinley’s life. When Kinley learns that Ahmed and his family were not given safe passage to America as promised, he must repay his debt by returning to the war zone to retrieve them before the Taliban hunts them down first.",Guy Ritchie
crime,The Killer,61,85,"After a fateful near-miss an assassin battles his employers, and himself, on an international manhunt he insists isn't personal.",David Fincher
crime,Emily the Criminal,79,94,"Emily (Aubrey Plaza) is saddled with student debt and locked out of the job market due to a minor criminal record. Desperate for income, she takes a shady gig as a ""dummy shopper,"" buying goods with stolen credit cards supplied by a handsome and charismatic middleman named Youcef (Theo Rossi). Faced with a series of dead-end job interviews, Emily soon finds herself seduced by the quick cash and illicit thrills of black-market capitalism, and increasingly interested in her mentor Youcef. Together, they hatch a plan to bring their business to the next level in Los Angeles.",John Patton Ford
crime,The Godfather,98,97,"Widely regarded as one of the greatest films of all time, this mob drama, based on Mario Puzo's novel of the same name, focuses on the powerful Italian-American crime family of Don Vito Corleone (Marlon Brando). When the don's youngest son, Michael (Al Pacino), reluctantly joins the Mafia, he becomes involved in the inevitable cycle of violence and betrayal. Although Michael tries to maintain a normal relationship with his wife, Kay (Diane Keaton), he is drawn deeper into the family business.",Francis Ford Coppola
crime,The Batman,87,85,"Batman ventures into Gotham City's underworld when a sadistic killer leaves behind a trail of cryptic clues. As the evidence begins to lead closer to home and the scale of the perpetrator's plans become clear, he must forge new relationships, unmask the culprit and bring justice to the abuse of power and corruption that has long plagued the metropolis.",Matt Reeves
crime,Lift,32,29,"An international heist crew is recruited to prevent a terrorist attack, and must pull off the heist on a plane mid-flight.",F. Gary Gray
crime,Blood for Dust,80,78,"Reckless Ricky (Kit Harington) makes serious money dealing illegal weapons throughout the tri-state area and loves to flaunt it. Traveling salesman Cliff (Scoot McNairy), covers the same territory Ricky runs guns through. Desperate to find some financial relief for his struggling family, Cliff agrees to partner with Ricky, to commit cross-state drug and gun deliveries for a mid-level American cartel boss John (Josh Lucas). When a simple exchange turns into a bloodbath after Ricky kills everyone in a territory grab, the pair find themselves in a pressure cooker situation where unlikely drug dealer Cliff must fight as hard as he can to stay alive.",Rod Blackhurst
crime,What Jennifer Did,49,55,"When Jennifer Pan calls 911 to report that her parents have been shot, she becomes the primary focus of a captivating criminal case.",Jenny Popplewell
crime,Damaged,17,29,"How do you catch a brilliant monster? When a sadistic murderer surfaces in Scotland, terrified local authorities call on a Chicago police detective who investigated a killing spree with the same horrific pattern five years earlier. Samuel L. Jackson and Vincent Cassel star in this shocking thriller about two detectives with tortured pasts trying to stop a merciless serial killer before he claims his next victim.",Terry McDonough
crime,Wrath of Man,90,67,"A mysterious and wild-eyed new cash truck security guard (Jason Statham) surprises his coworkers during a heist in which he unexpectedly unleashes precision skills. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",Guy Ritchie
crime,The Talented Mr. Ripley,80,85,"To be young and carefree amid the blue waters and idyllic landscape of sun-drenched Italy in the late 1950s; that's la dolce vita Tom Ripley (Matt Damon) craves- and Dickie Greenleaf (Jude Law) leads. When Dickie's father asks Tom to bring his errant playboy son back home to America, Dickie and his beautiful expatriate girlfriend, Marge Sherwood (Gwyneth Paltrow), never suspect the dangerous extremes to which Ripley will go to make their lifestyle his own.",Anthony Minghella
crime,The Accountant,76,53,"Christian Wolff (Ben Affleck) is a mathematics savant with more affinity for numbers than people. Using a small-town CPA office as a cover, he makes his living as a freelance accountant for dangerous criminal organizations. With a Treasury agent (J.K. Simmons) hot on his heels, Christian takes on a state-of-the-art robotics company as a legitimate client. As Wolff gets closer to the truth about a discrepancy that involves millions of dollars, the body count starts to rise.",Gavin O'Connor
crime,Sicario,85,92,"After rising through the ranks of her male-dominated profession, idealistic FBI agent Kate Macer (Emily Blunt) receives a top assignment. Recruited by mysterious government official Matt Graver (Josh Brolin), Kate joins a task force for the escalating war against drugs. Led by the intense and shadowy Alejandro (Benicio del Toro), the team travels back-and-forth across the U.S.-Mexican border, using one cartel boss (Bernardo Saracino) to flush out a bigger one (Julio Cesar Cedillo).",Denis Villeneuve
documentary,Billy & Molly: An Otter Love Story,100,100,"When a wild otter in desperate need of help washes up on his jetty in the remote Scottish islands of Shetland, Billy, his wife Susan, and their devoted sheepdog Jade find themselves with a unique new member of their family.",Charlie Hamilton-James
documentary,Uncropped,,86,"Alfred Hitchcock. Muhammed Ali. Meryl Streep. LL Cool J. James Hamilton has captured them all. In Uncropped, a legendary Village Voice photojournalist recounts the stories behind iconic images taken over the course of a five-decade career. A visual chronicle of New York City and a window into the heyday of alternative print media. Executive Produced by Wes Anderson.",D.W. Young
documentary,One Hand Don't Clap,,,"ONE HAND DON'T CLAP captures the vibrant story of calypso and the emergence of soca, through the eyes of two legendary artists, Lord Kitchener, the Grandmaster of the music and Calypso Rose, the first woman to break through in a traditionally male arena. Forging onscreen the connections between American communities and where families come from, the documentary leads audiences from New York recording studies to the awesome magic of Carnival in Trinidad & Tobago. The film features artists across the 20th century whose songs reflect regional and global themes that continue to resonate. The many generations in ONE HAND DON'T CLAP trace the evolution of a musical style whose infectious rhythms and exhilarating irreverence have found their way to ever-broadening audiences worldwide.",Kavery Dutta
documentary,Roots of Fire,,,"The battle to revive dying tradition comes to life through the young musicians of Southwest Louisiana in this powerful musical documentary. Amidst shuttered rural dance clubs and encroaching globalization, five Grammy award-winning artists lend their voices, examine the discrimination that almost erased their customs, and share the unique sounds created when the forces of fresh talent and deep history collide to fight for cultural survival.","Abby Berendt Lavoi, Jeremey Lavoi"
documentary,H2: The Occupation Lab,,,"Along a one-kilometer road in the heart of the Palestinian city of Hebron lies H2 -- a neighborhood with a Jewish settlement closely guarded and highly surveilled by the Israeli military. At the end of this stretch of road lies the Cave of the Patriarchs, a holy place for both Jewish and Muslim faiths. This is where both the Hebron Massacre of 1929 took place -- effectively birthing the Jewish settlement movement -- and where the policy of ethnic separation was first implemented by the Israeli military. Rich with history of Jews and Muslims and the only city in the State of Palestine with a Jewish settlement, H2 has acted as both a microcosm for the entire conflict and as a laboratory for the methods of control implemented by the Israeli occupation of the West Bank for over 50 years. H2: The Occupation Lab is a clear-eyed case-study using archival footage and interviews to tell the city's history and how it has fueled the entire Israeli-Palestinian conflict.","Idit Avrahami, Noam Sheizaf"
documentary,The Contestant,83,91,"The incredible true story of a man who lived for 15 months trapped inside a small room, naked, starving and alone... and completely unaware that his life was being broadcast on national TV to over 17 million viewers a week.",Clair Titley
documentary,The Sixth,,,"THE SIXTH takes you inside the January 6th attack on the U.S. Capitol through six personal accounts and never-before-seen original footage. Featuring Congressman Jamie Raskin, DC Metropolitan Chief of Police Robert J. Contee III, his officers, Daniel Hodges and Christina Laury, photographer Mel D. Cole and Congressional staffer Erica Loewe. Their interwoven experiences share an unflinching account of how race, service and truth defined that pivotal day. This harrowing yet hopeful film is a powerful reminder that the fate of democracy is in all our hands.","Andrea Nix, Sean Fine"
documentary,Catching Fire: The Story of Anita Pallenberg,,80,"Anita Pallenberg was at many points in her life a newspaper headline: a ""rock n' roll goddess,"" a ""voodoo priestess,"" and an ""evil seductress."" She was accused of trying to break up the Rolling Stones, among other things. But those who loved her considered her an exciting cultural force, and a loving mother -- and innocent of the accusations. Never-seen-before home movies and family photographs explore life with the Rolling Stones and tell a bittersweet tale of both triumph and heartbreak. From Barbarella to the Swiss Alps, and the Lower East Side to London, Anita Pallenberg was a creative force ahead of her time.","Alexis Bloom, Svetlana Zill"
documentary,What Jennifer Did,49,55,"When Jennifer Pan calls 911 to report that her parents have been shot, she becomes the primary focus of a captivating criminal case.",Jenny Popplewell
documentary,Stop Making Sense,97,100,Filmmaker Jonathan Demme captures Talking Heads and an ecstatic ensemble of musicians at their exhilarating best in this iconic live performance.,Jonathan Demme
documentary,Remembering Gene Wilder,100,88,"This loving tribute to Gene Wilder celebrates his life and legacy as the comic genius behind an extraordinary string of film roles, from his first collaboration with Mel Brooks in The Producers, to the enigmatic title role in the original Willy Wonka and the Chocolate Factory, to his inspired on-screen partnership with Richard Pryor in movies like Silver Streak. It is illustrated by a bevy of touching and hilarious clips and outtakes, never-before-seen home movies, narration from Wilder's audiobook memoir, and interviews with a roster of brilliant friends and collaborators like Mel Brooks, Alan Alda, and Carol Kane. Remembering Gene Wilder shines a light on an essential performer, writer, director, and all-around mensch.",Ron Frank
documentary,Tickled,86,94,"A journalist intends to document an international tickling competition for kicks. Instead, he finds a bizarre and even threatening world created by a bully with deep pockets.","David Farrier, Dylan Reeve"
documentary,Amy,87,96,Archival footage and personal testimonials present an intimate portrait of the life and career of British singer/songwriter Amy Winehouse.,Asif Kapadia
documentary,"Lover, Stalker, Killer",83,100,"In this twisting documentary, a mechanic tries online dating for the first time and meets a woman who takes romantic obsession to a deadly extreme.",Sam Hobkinson
documentary,Wildcat,88,92,"Wildcat follows the emotional and inspiring story of a young veteran (Harry Turner) on his journey into the Amazon. Once there, he meets a young woman (Samantha Zwicker) running a wildlife rescue and rehabilitation center, and his life finds new meaning as he is entrusted with the life of an orphaned baby ocelot. What was meant to be an attempt to escape from life turns out to be an unexpected journey of love, discovery, and healing.","Melissa Lesh, Trevor Frost"
drama,Housekeeping for Beginners,63,93,"From acclaimed filmmaker Goran Stolevski comes a story exploring the universal truths of family, both the ones we're born into and the ones we find for ourselves. Dita never wanted to be a mother, but circumstances force her to raise her girlfriend's two daughters, tiny troublemaker Mia and rebellious teen Vanesa. A battle of wills ensues as the three continue to butt heads and become an unlikely family that must fight to stay together.",Goran Stolevski
